,name,longitud,latitud,regular,premium,diesel
9692,SERVICIO COLÓN S.A. DE C.V.,-102.4613,22.75034,19.48,,
9693,SERVICIOS EL ANDARIEGO S.A. DE C.V.,-98.01246,19.43341,19.41,20.77,21.13
9694,SERVICIO FERNANDEZ HNOS SA DE CV,-98.90656,17.00548,20.83,21.77,22.19
9695,"GASOLINERA IGLUF, S.A. DE C.V.",-104.5924,25.1458,20.55,,
9696,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9231,25.55982,19.99,,21.39
9697,SERVICIO PUEBLA BAPJE SA DE CV,-98.20746,19.03334,19.5,21.79,20.7
9698,ESTACION GEMMA OCOTLAN SA DE CV,-98.26991,19.1403,,20.79,
9699,"Auto Servicio La Piedrera, S.A. de C.V.",-109.172,25.92038,20.39,,
9700,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,-110.9156,31.29773,16.17,16.99,20.55
9701,SUPER SERVICIO JUMM SA DE CV,-103.4857,19.66713,20.75,21.75,21.76
9702,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.16069,19.07458,,,21.19
9703,GRUPO GASOLINERO AZTECA SA DE CV ,-102.4892,19.63099,20.63,22.37,22.18
9704,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",-115.5726,32.62268,18.09,19.39,20.19
9705,"FORZA GAS, S.A. DE C.V.",-98.29044,19.02609,19.49,,
9706,"MORONES SERVICIO EXPRESS, S. A. DE C. V.",-100.2676,25.68013,,21.75,
9707,ANGELBERTO LOPEZ JIMENEZ,-105.4129,22.37457,20.59,21.98,21.98
9708,GASOLINERA BONFIL S.A. DE C.V.,-114.9761,32.29387,16.3,17.5,20.7
9709,SERVIGAS EL MARENGO S.A. DE C.V.,-102.0403,26.99098,19.85,,
9710,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3565,25.69741,,21.77,
9711,NUESTRA SEÑORA DEL TEPEYAC S.A. DE C.V.,-94.55234,18.15133,18.52,19.56,
9712,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.26746,19.0223,,,21.29
9713,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,-110.9365,31.30327,16.17,16.99,
9714,GASOLINERA RANCHO NUEVO S.A. DE C.V.,-97.52866,20.97109,19.1,20.1,20.97
9715,"SERVICIO EL ONCE, S.A. DE C.V.",-98.69574,20.13985,19.39,20.22,21.44
9716,DAVID ARROYO ARROYO,-102.0677,20.14173,20.98,21.9,22.6
9717,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3035,25.70356,,21.7,21.3
9718,"AUTOSERVICIO BENITEZ, SA DE CV",-117.0201,32.52005,18.99,20.35,20.15
9719,SUPER SERVICIO HERRERA DEL NORTE SA DE CV,-106.5227,31.6144,13.88,,
9720,E.S.G.E.S. S.A DE C.V,-91.17598,18.9681,20.36,,21.59
9721,ESTACION DE SERVICIO SANTA TERESA SA DE CV,-96.35932,18.81381,19.4,20.37,21.51
9722,"SERVICIO CHUMATO, S.A. DE C.V.",-102.8313,20.10842,20.65,22.1,22.04
9723,ROSALIO VELAZQUEZ CADEZA,-96.65831,18.60271,19.58,,21.06
9724,"OPERADORA DE ESTACIONES DE GASOLINA, S.A DE C.V.",-99.52667,19.28634,20.25,,
9725,SERVICIO CORMA S.A. DE C.V.,-95.71559,18.07145,,,21.94
9726,SERVICIO HERNANDEZ GASOLINERA SA DE CV,-105.664,26.93051,19.55,21.18,
9727,SERVICIO COLÓN S.A. DE C.V.,-102.5819,22.77004,19.48,,
9728,SILVIA KARINA ESPINOZA MEDINA,-107.3935,24.87018,19.69,,21.69
9729,MARIA ESTHER PARRA BLANCO,-96.58987,19.37367,18.84,,
9730,INMOBILIARIA MONROY RUIZ S.A. DE C.V.,-99.56969,19.3671,19.81,21.41,20.92
9731,AUTO EXPRESS CALZADA -PERIFERICO S.A. DE C.V.,-103.3178,20.72043,21.22,22.47,
9732,"SERVICIO PARRILLA, S.A. DE C.V.",-92.92286,17.89893,,19.69,
9733,RAYO GAS S.A. DE C.V.,-100.8998,22.15492,,,20.1
9734,SERVICIO GONZALEZ AVILA SA DE CV,-99.01494,19.77568,19.6,20.65,21.1
9735,VICTOR MANUEL SCHULTZ SOLIS,-108.5393,27.39902,,21.51,
9736,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,-110.9408,31.2783,16.17,16.99,
9737,GASOLINERIA LOS PINOS S.A. DE C.V.,-99.9997,19.4172,20.2,21.64,21.94
9738,SALYMA COMBUSTIBLES SA DE CV,-100.632,17.2118,19.97,21.5,21.72
9739,AUTOSERVICIOS AZTLAN SA DE CV,-103.2719,20.61693,20.5,21.4,21.43
9740,"GAS SERVICIO COMERCIAL MONACO, S.A. DE C.V.",-111.0373,29.0813,,21.62,
9741,Estación de Servicio Bustamante SA de CV,-98.80042,19.55254,,18.32,
9742,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2925,25.79331,,21.7,
9743,BURGOS PLUS GASOLINERAS S.A. DE C.V.,-98.20662,26.00836,14.64,16.59,21.65
9744,"SUPERSERVICIO TERECAR, S.A. DE C.V.",-102.2539,21.8932,,,21.69
9745,ESTACION DE SERVICIO LA SABUGA SA DE CV,-98.03333,19.03893,,20.69,
9746,"GLV GASOLINERA LAS VILLAS, S. A. DE C. V.",-110.9246,27.94699,20.39,21.79,
9747,"POLIGAS, S.A. DE C.V.",-98.28426,19.09676,19.81,,
9748,ENERGETICOS PARA TODOS S. A. DE C. V.,-100.3097,25.7081,19.91,21.45,21.05
9749,GASOLINERA SILTEPEC S.A. DE C.V.,-92.31972,15.55037,,,21.71
9750,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-98.19372,19.07138,19.35,20.45,
9751,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",-97.52164,25.87729,14.79,16.19,
9752,CARLOS HERNAN FIGUEROA MARTINEZ,-88.57333,21.58389,20.07,21.57,21.77
9753,Servicio Nainari Las Torres S.A. de C.V.,-109.9052,27.4915,19.98,,
9754,JUAN MANUEL MUÑOZ LUEVANO,-100.91,25.43558,,,21.99
9755,"GRUPO INMOBILIARIA DIXA, SA DE CV",-107.4101,24.82139,,21.79,
9756,COMBUSTIBLES PINOS ALTOS SA DE CV,-106.1679,28.54031,19.49,21.19,21.29
9757,IRENE GUADALUPE NAVIDAD CARDENAS,-106.4065,23.25575,20,21.5,
9758,"ENERGETICOS Y LUBRICANTES, S. A. DE C. V.",-100.2712,25.70755,19.54,20.87,
9759,SUPER SERVICIO 5 DE MAYO S.A. DE C.V.,-100.6402,23.62031,19.53,21.23,21.23
9760,MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.,-102.2444,21.53213,20.25,,
9761,LUIS LAURO TORRES VELEZ,-102.0652,26.98405,19.85,21.05,20.85
9762,COMBUSTIBLES Y LUBRICANTES DON JUSTO SA DE CV,-95.64558,18.72117,18.79,19.9,20.6
9763,RAMONA SALAS,-115.4282,32.58112,17.79,,
9764,MARIA DE JESUS WONG VILLARREAL,-92.45301,14.88536,,,20.72
9765,GASOLEOS SAN JUAN DE LOS LLANOS SA DE CV,-97.6641,19.49425,19.74,,
9766,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.22966,19.04791,19.19,20.29,
9767,GASOLINERA LOS ENCINOS SA DE CV,-110.96,31.28888,16.17,16.99,
9768,"AUTO SERVICIO AIRAPI, S.A. DE C.V.",-110.3122,24.13339,,,22.04
9769,SERVICIO CACAHOATAN SA DE CV ,-92.15965,14.98652,19.09,,
9770,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",-99.12879,19.45635,20.55,21.49,
9771,SERVICIO CENTRO COMERCIAL CHILPANCINGO S.A DE C.V.,-99.48233,17.51567,20.13,21.55,21.78
9772,ALEJANDRO ROBLES MENDEZ,-97.70091,18.90395,19.98,,
9773,SERVICIO SANTA ROSA DE LIMA S.A. DE C.V.,-97.62146,16.07191,20.68,21.9,21.98
9774,"SERVICIO MIGUEL ANGEL, S. A. DE C. V.",-99.43768,19.17818,19.95,20.95,22.1
9775,Gasolinera Los Angeles Sa deCv,-110.9439,31.31102,16.17,16.99,20.55
9776,"Servicios Integrados del Sureste de Veracruz, S.A ",-94.51096,18.01248,18.35,19.5,19.8
9777,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-97.93134,22.39562,18.69,19.99,
9778,"GASOLINERIAS PS, S.A. DE C.V.",-99.11649,19.26651,20.55,21.1,
9779,SERVICIO PALVEG S.A DE C.V,-96.91138,19.56858,19.48,20.4,
9780,"MERCANTIL MANTE, S.A. DE C.V.",-98.96802,22.74304,20.36,21.09,
9781,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9748,25.40522,19.67,21.06,
9782,"Estacion La Laguna, S.A. de C.V.",-99.12089,19.44039,20.43,21.55,
9783,E.S.G.E.S. S.A DE C.V,-92.09595,18.25477,20.36,,21.79
9784,"SERVICIOS Y LUBRICANTES ALTOS DE CULIACAN, SA DE C",-107.0749,24.25518,20.2,21.75,22.1
9785,Gasolineria Tornado S.A. de C.V.,-102.0497,19.40494,19.78,21.36,20.98
9786,VICTOR MANUEL DE ANDA URIBE,-100.3023,25.63248,19.6,21.2,
9787,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.0221,25.35228,19.99,,21.39
9788,E.S.G.E.S. S.A DE C.V,-92.93527,18.05364,19.22,20.64,21.09
9789,CHAVEZ AZPEITIA S.A DE C.V,-103.0387,19.93361,21.05,22,22.9
9790,ESTACION DE GAS SANTA MONICA S.A. DE C.V.,-104.3287,24.3936,20.24,21.44,21.27
9791,GASOLINERIA ZAPATA S.A. DE C.V.,-99.18573,18.83421,,20.83,
9792,CARLOS HERNAN FIGUEROA MARTINEZ,-88.20482,20.67169,20.07,21.57,
9793,"COMBUSTIBLES Y LUBRICANTES GHN, SA DE CV",-97.8735,22.26885,18.5,20.1,
9794,RAMONA SALAS,-115.2542,32.24884,18.49,,19.99
9795,SERVICIO CUARTO SEÑORIO SA DE CV,-98.21764,19.32628,20.5,21.34,20.65
9796,SERVICIO LLANO EN LLAMAS SA DE CV,-103.987,19.70153,21.1,22.1,22.05
9797,"Servicio Las Facultades, S.A. de C.V.",-99.68023,19.28097,20.26,21.69,21.49
9798,"SERVICIO MOLINO DEL REY, S.A. DE C.V. ",-98.27374,19.04188,19.92,,21.64
9799,COMERCIALIZADORA SAN FRANCISCO DE ASIS SA DE CV,-98.41936,16.69299,,20.75,
9800,"SERVICIOS VAZQUEZ HERMANOS, S.A. DE C.V.",-98.1469,19.41689,19.41,20.69,21.91
9801,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-100.8362,20.53148,20.39,21.65,
9802,JULIA AMARO COTA,-99.00153,19.39247,20.09,20.99,21.69
9803,"Auto Servicio La Piedrera, S.A. de C.V.",-109.0018,25.77959,19.45,21.87,22.25
9804,J CRUZ BOJORGES CASTRO,-98.88177,19.55219,20.34,21.25,21.3
9805,"Multiservicio Rojas, S.A. de C.V",-103.4643,21.2158,20.5,,22.2
9806,Servicio Yucatanense S. de R.L. de C.V.,-88.13751,21.14639,20.2,21.45,21.93
9807,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1151,25.89165,,21.72,21.35
9808,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1636,25.70077,,21.7,
9809,SERVICIO ZACAPU S.A. DE C.V.,-101.7827,19.80859,21.54,22.66,22.95
9810,VICTORIA GARCIA QUIÑONES,-99.6691,18.8128,,,
9811,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.16916,19.52319,,,21.49
9812,E.S.G.E.S. S.A DE C.V,-91.0462,18.19567,18.59,,19.79
9813,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2697,25.66594,,21.77,
9814,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2952,25.69842,,21.77,
9815,combustibles del lago sa de cv,-103.2427,20.30116,20.99,21.85,21.95
9816,ESTACION DE SERVICIO CINCO DE MAYO SA DE CV,-110.9517,31.2587,16.17,16.99,20.55
9817,SUPER SERVICIO ATIZAPAN SA DE CV,-99.25254,19.56763,20.09,21.11,21.45
9818,"GASOLINERA LA POBLANITA, S.A . DE C.V.",-98.20337,18.97244,19.19,20.36,20.69
9819,"Auto Servicio La Piedrera, S.A. de C.V.",-109.9268,22.92377,20.69,21.89,22.15
9820,SERVICIOS GUVERID SA DE CV,-107.4391,24.77975,19.59,21.69,
9821,SERVICIO TRAPALA E HIJOS S.A. DE C.V.,-98.42485,20.12432,18.99,20.26,20.43
9822,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-107.4253,24.79028,19.69,21.59,
9823,MANUEL FELIX DURAN PEREZ,-98.75771,20.58198,19.74,20.8,21.24
9824,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.221,25.71088,,21.7,21.3
9825,"Super Servicio Tamarindo, S.A. de C.V.",-96.50555,19.34075,18.42,19.77,20.4
9826,"AUTO SERVICIO EMPRESARIAL DEL GOLFO, S.A. DE C.V.",-96.13506,19.17621,18.05,19.37,
9827,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-107.4262,24.74843,19.79,21.89,
9828,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-103.411,20.51475,,21.79,
9829,ESTACION DE SERVICIO AYUTLA SA DE CV,-99.10234,16.95149,19.4,20.19,21.5
9830,"Super Servicio Diez, S.A. de C.V.",-98.26811,19.32092,19.4,,20.98
9831,"Grupo gasolinero de los Cinco, S.A. de C.V.",-98.19763,19.33331,18.65,19.25,20.79
9832,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-93.21881,18.2744,18.69,20.09,
9833,"AUTOSERVICIO GUADALUPANO, S.A. DE C.V.",-98.29262,19.02417,19.49,,
9834,ESTACION DE SERVICIO FRONTERA SA DE CV,-97.50515,25.88555,14.99,,
9835,"GASOLINERA PROGRESO Y QUIROGA, S.A. DE C.V.",-111.024,29.14213,19.99,,
9836,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-98.98058,19.3765,20.15,21.25,
9837,"GASOLINERA GOMARTI, S.A. DE C.V.",-100.0121,20.39482,20.29,,22.29
9838,"Multiservicio Rojas, S.A. de C.V",-103.1595,21.26252,,21.6,
9839,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.18762,19.45512,,,21.19
9840,VICTOR MANUEL SALINAS GUEDEA,-97.5046,25.87802,14.99,16.66,
9841,LA MERCANTIL DE GOMEZ FARIAS S.A. DE C.V.,-107.7332,29.34182,19.75,,20.95
9842,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1917,25.67484,,21.7,21.3
9843,"GEMEXSA, S.A. DE C.V. ",-99.1772,23.73274,,20.9,
9844,ARTURO GUTIERREZ GONZALEZ,-101.53,27.0442,,20.99,
9845,Servicio Tatanacho S.A. de C.V.,-100.9927,22.14039,,20.41,
9846,"SERVICIOS SAN PEDRO DE NAYARIT, S.A. DE C.V. ",-104.7503,21.19666,20.9,21.88,22.37
9847,GERARDO GARZA GARCIA,-99.68042,25.59889,20.36,21.8,21.5
9848,DIST. DE COMBUSTIBLES DE ZAC. SA DE CV,-103.0526,23.83521,19.43,20.38,20.7
9849,GRUPO IMERS S DE RL DE CV,-105.1494,21.19333,21.2,22.7,22.15
9850,"GASOLINERA LOPEZ, S.A. DE C.V.",-89.62636,20.96337,19.41,20.9,20.84
9851,"AUTOSERVICIO BENITEZ, SA DE CV",-116.6329,32.56632,17.99,19.65,20.09
9852,FRANCISCO JAVIER AVILA LARA,-100.8783,20.21601,,21.55,
9853,GASOLINERA DE LA VICENTE GUERRERO DE CD. MADERO SA,-97.86578,22.25245,15.53,17.23,
9854,SERVICIOS Y COMBUSTIBLES TEPEYAC S.A DE.C.V,-103.413,20.65898,20.87,21.76,
9855,ZACARIAS MELHEM SALINAS,-98.0687,25.97927,14.65,16.54,20.94
9856,E.S.G.E.S. S.A DE C.V,-91.77973,17.74104,19.89,20.69,21.69
9857,SUPER SERVICIO HERRERA DEL NORTE SA DE CV,-106.3879,31.64874,13.88,,
9858,SERVICIO MANACAR S.A. DE C.V.,-96.13745,18.08176,20.05,21.35,22.01
9859,"Servicios Marítimos de Cabo, S.A de C.V.",-109.9066,22.88009,20.97,,
9860,INMOBILIARIA LOS REYES FIASA  S  A   DE   C  V,-99.09435,19.4247,20.79,,21.79
9861,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.27602,19.0601,19.19,,
9862,SERVICIO COPALA SA DE CV,-98.97092,16.60344,20.15,21.77,21.79
9863,GASOLEOS SAN JUAN DE LOS LLANOS SA DE CV,-97.65143,19.13076,19.39,,
9864,COMBUSTIBLES DE LA CUENCA DEL PAPALOAPAN SA DE CV,-96.2452,18.33905,,21.32,
9865,MAURICIO JURADO TORRES,-113.5617,31.33971,19.1,,
9866,"COMBUSTIBLES DE LA VEGA, S.A. DE C.V.",-98.7963,20.74166,20,,21.29
9867,JORGE IRVING VELAZQUEZ GUERRERO,-96.9149,18.7972,19.43,20.19,21.29
9868,SERVICIO ADAREN SA DE CV,-98.44086,16.68561,19.92,20.99,
9869,Hidrocarburos Maradevi S.A. de C.V.,-96.17625,19.10916,18.5,19.63,19.9
9870,E.S.G.E.S. S.A DE C.V,-90.61916,19.7911,19.69,20.92,21.36
9871,GASOLINERA LA MANZANILLA S.A. DE C.V.,-103.151,20.00666,21.63,22.5,22.75
9872,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-93.37753,17.97556,18.69,20.09,
9873,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.939,25.51199,19.99,,
9874,IMPULSORA ENERGETICA SA DE CV ,-103.2816,20.7026,,21.25,
9875,SILCAR COMBUSTIBLES SA DE CV ,-97.42742,20.58131,19.07,20.7,20.92
9876,Super Gas Real del Potosí S.A. DE C.V.,-100.8694,22.14334,19.45,20.65,20.75
9877,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-103.3949,25.53483,19.89,21.49,
9878,"SERVICIOS LA PRIMAVERA, S.A. DE C.V.",-101.9165,19.19505,,20.83,
9879,MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.,-102.2463,22.17026,20.25,21.45,21.89
9880,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-107.3708,24.76818,19.39,21.49,
9881,MARIA EUGENIA MORALES ARVIZU,-109.9295,27.45218,,,21.99
9882,"SERVICENTRO CUAUHTEMOC, S. DE R.L. DE C.V.",-115.4523,32.66269,,19.09,
9883,"GASOLINERA ARCA, S.A. DE C.V.",-108.6165,26.41041,,,22.35
9884,"Gasolinera Tecorral, S.A. de C.V.",-99.11621,18.11951,19.99,21.58,21.49
9885,GASEGURO S.A. DE C.V.,-103.4004,20.24948,20.55,21.55,
9886,COMBUSTIBLES Y LUBRICANTES HANDALL SA DE CV (8301),-88.30641,18.49824,,,20.84
9887,ATZEL BELEN VALDEZ BARRERA,-99.54198,19.04732,19.95,20.95,22.1
9888,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.5278,25.74862,,21.79,21.33
9889,"Auto Servicio La Piedrera, S.A. de C.V.",-108.9865,25.78136,20.53,,
9890,EL OASIS EN EL LIBRAMIENTO SA DE CV,-97.42865,20.96281,18.99,19.98,20.89
9891,"GRUPO GASOLINERO 4 SEÑORIOS, SA DE CV",-98.01892,19.85943,19.39,20.55,21.26
9892,GASOLINERA DE VILLA HIDALGO S.A. DE C.V.,-105.234,21.74238,20.7,,21.78
9893,AUTOSERVICIOS ALFA S.A. DE C.V.,-115.5189,32.64614,17.5,18.2,
9894,AUTO SERVICIO EL TOLO SA DE CV,-115.5395,32.62169,,18.7,
9895,"SERVICIO SAN BERNABE, S. A. DE C. V.",-100.3982,25.75733,,21.15,
9896,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.6227,21.08868,20.31,,
9897,"GASOLINERA BORJA, S.A DE C.V.",-109.9455,27.46458,19.8,20.87,20.99
9898,SUPER SERVICIO BULEVARES SA DE CV,-99.24096,19.48882,20.18,21.15,
9899,Gasolinera Faza SA de CV,-103.6243,25.52696,20.01,21.39,21.43
9900,Servicios y Mantenimiento del Ntede Reynosa SA CV,-98.22662,26.02028,14.6,,21.55
9901,ENERGETICOS DE TEPEACA S.A. DE C.V.,-97.89882,18.96073,19.69,,
9902,MANUEL ALFONZO LINAJE NEIRA,-101.4506,26.92766,,20.87,
9903,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-99.33463,20.05827,19.25,20.79,
9904,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3985,25.66107,,21.7,21.3
9905,ESTACIONES DE SERVICIO SAN JOSE DE A  SA DE CV,-98.36991,16.71,19.9,,
9906,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9671,25.49461,19.81,21.27,
9907,LIMA PROVEEDORA DE SERVICIOS S.A. DE C.V.,-108.9659,25.82428,20.55,22.79,21.58
9908,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.6754,21.10044,20.31,,21.52
9909,Grupo Ram Val S.A. de C.V.,-98.93912,19.60095,20.18,21,21.78
9910,SUPER SERVICIO SANTA MONICA SA DE CV,-101.2084,19.70039,,21.29,
9911,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.26531,19.02075,,,21.29
9912,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1979,25.78071,,21.7,
9913,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9433,25.53184,19.99,,
9914,NATHANAEL VELAZQUEZ NIETO,-96.75268,18.70251,19.5,20.2,20.99
9915,JUAN ANTONIO ALBERTO HERNANDEZ GONZALEZ,-109.9102,27.48726,19.97,20.9,
9916,"Multiservicio Rojas, S.A. de C.V",-103.0909,21.46527,,21.6,
9917,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.5349,25.72678,,21.79,21.33
9918,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1859,25.64467,,21.77,
9919,SERVICIO LIBRAMIENTO BAPJE SA DE CV,-97.93454,19.32192,19.01,20.5,20.23
9920,SERVICIO TLATILCO SA DE CV,-99.2377,19.46663,20.29,21.29,21.51
9921,"KOPLA, S.A. DE C.V",-100.8345,19.86195,20.19,22.12,22.64
9922,GASOLINERA N3 SA DE CV,-96.65706,18.72675,19.4,20.15,20.99
9923,GUILLERMO WURTS RAMIREZ,-97.88347,20.3853,19.45,20.7,20.99
9924,RUTH ANTHCHRISTIE NINO TALAVERA,-100.3659,20.21161,,21.15,21.4
9925,"INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN,",-99.29709,19.43048,20.5,21.4,21.5
9926,GASOLINERA INFONAVIT SA DE CV,-102.3516,20.69777,20.44,21.15,21.56
9927,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.19788,18.80267,19.69,20.85,21.59
9928,MERCARMEN S.A. DE C.V.,-101.386,20.91545,,21.87,22.7
9929,Gasolineria el rosario S.A. de C.V.,-99.97341,20.42819,,,21.79
9930,GABINO RAFAEL VERGARA ROMERO,-98.77419,18.51031,,21.13,
9931,"MULTISERVICIOS SANTA CLARA, S.A. DE C.V.",-100.8279,19.81907,20.99,,
9932,Servicio Chapluk S.A.,-116.6165,31.85944,18.29,19.74,
9933,AUTOSERVICIO ACEGA SA DE CV,-99.19671,19.66889,,,21.49
9934,GASOLINERIA COSCOMATEPEC S.A DE C.V.,-97.04466,19.06574,19.5,,21.55
9935,Jose Corte Herrea,-97.61337,19.52673,20.09,,
9936,SERVICIO ACAPULCO  DIAMANTE  S.A. DE C.V. ,-99.78716,16.78258,19.72,21.35,
9937,CARLOS HERNAN FIGUEROA MARTINEZ,-87.4518,20.21516,19.61,21.21,
9938,"SERVICIO EL KENO, S.A. DE C.V.",-110.9921,29.10737,19.59,21.04,
9939,FRANCISCO DIAZ DELGADO,-102.0605,22.10604,20.25,20.8,21.95
9940,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2807,25.66708,,21.7,21.3
9941,ANAYANTZI CORDOVA DIAZ,-97.84991,18.467,19.75,20.99,20.95
9942,SERVICIO TABOR S.A. DE CV.,-96.20221,19.16012,18.9,19.5,21
9943,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3018,25.78554,,21.7,
9944,"GASOLINERA NAINARI, S.A. DE C.V.",-109.9449,27.4993,19.8,21.26,
9945,LEOCADIO MACIAS MUÑOZ,-102.298,21.27594,19.78,21.36,21.15
9946,EDUARDO JAVIER GUERRERO MAYMES,-115.497,32.6563,17.99,,
9947,E.S.G.E.S. S.A DE C.V,-92.91969,18.00034,19.09,20.34,20.74
9948,combustibles aditivos y servicios magicos s de rl ,-103.4035,20.66959,20.6,21.58,
9949,MAXIMUS DE YUCATAN S.A. DE C.V.,-89.66971,21.05138,19.46,21.09,20.84
9950,"GASOLINERA LOS ANGELES, S.A. DE C.V.",-98.20869,19.02657,19.04,20.24,
9951,Estacion de Servicio Tecolutla SA de CV,-97.01967,20.47767,,,18.29
9952,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.6091,21.0802,20.31,,21.52
9953,COROLEOS ZARAGOZA SA DE CV,-97.55063,19.76532,,,21.89
9954,"GASOLINERA ARIES, S.A. DE C.V.",-98.20762,19.00364,18.88,,20.52
9955,AUTOSERVICIO EXPRES DE COMBUSTIBLES TERAN SA DE CV,-92.75909,15.37701,20.18,21.22,22.26
9956,Servicio Castaño SA de CV,-99.31843,19.639,,,21.49
9957,MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.,-102.2481,21.86207,19.95,21.3,21.89
9958,ESTACION GEMMA ZAPATERO SA DE CV,-98.2551,19.036,19.64,,
9959,SERVICIO LA FE S.A. DE C.V.,-98.66993,20.06755,19.12,20.51,20.34
9960,"COMERCIALIZADORA GUIPTON, S.A. DE C.V.",-100.4137,20.63398,,21.77,21.97
9961,COMBUSTIBLES DE PLAYA SA DE CV ,-95.83121,17.78361,20.1,21.4,22.15
9962,DAGOBERTO ROMAN ARELLANO,-104.2737,25.41818,20.64,,22.3
9963,GABINO RAFAEL VERGARA ROMERO,-98.79999,18.70482,19.88,,
9964,ADRIANA SOTO MARTINEZ,-96.28422,18.3796,19.76,21.09,21.39
9965,COMBUSTIBLES DEL VALLE DE CUYOACO SA de VC,-97.61695,19.59972,19.75,,21.94
9966,"SERVICIO CAMPOS, S.A. DE C.V.",-102.784,20.34731,,22.15,
9967,OSCAR GARCIA FERNANDEZ,-105.3693,23.79609,,20.65,21.96
9968,Gasolinera OSGAR S.A. de C.V.,-109.9536,27.45753,,,21.99
9969,SALVADOR CARBAJAL SANTOYO,-107.6115,31.46967,17.48,18.85,18.64
9970,SERVICIO TELCHAC SA DE CV,-89.27118,21.21426,19.75,21.25,20.96
9971,DANIELA ELIZABETH FRANCO RIVERA,-101.2175,21.47051,20,,21.75
9972,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.16615,18.89487,19.99,21.35,21.95
9973,GASOLINERA PATRIA SA DE CV,-103.4203,20.64351,,21.23,
9974,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1435,25.6489,,21.7,21.3
9975,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",-115.2539,32.55347,18.09,19.39,20.29
